Text,Target
"57,000-এরও বেশি লোকের মাঙ্কিপক্স সংক্রমণের বিষয়টি নিশ্চিত করা হয়েছে, অন্তত 22 জন মারা গেছেন, যা প্রায় 0.04% মৃত্যুর হার প্রতিনিধিত্ব করে। এটি গত কয়েক দশক ধরে পশ্চিম আফ্রিকায় একই ধরনের ভাইরাল স্ট্রেনের কারণে প্রাদুর্ভাবের সময় রিপোর্ট করা 1-3% থেকে উল্লেখযোগ্যভাবে কম।",1
"বর্তমানে, মাঙ্কিপক্স ভাইরাস সংক্রমণের জন্য অনুমোদিত কোনো নির্দিষ্ট চিকিৎসা নেই। যাইহোক, গুটিবসন্ত এবং অন্যান্য অবস্থার চিকিৎসার জন্য বেশ কিছু অ্যান্টিভাইরাল ওষুধ ব্যবহার করা হয় যা মাঙ্কিপক্স সংক্রমণে আক্রান্ত রোগীদের সাহায্য করতে পারে",0
"মাঙ্কিপক্স মাঙ্কিপক্স ভাইরাস দ্বারা সৃষ্ট হয়, যা গুটিবসন্তের মতো ভাইরাসের একই পরিবারের সদস্য, যদিও এটি অনেক কম গুরুতর এবং বিশেষজ্ঞরা বলছেন সংক্রমণের সম্ভাবনা কম।",0
"""
মাঙ্কিপক্সের লক্ষণ
জ্বর.
ঠাণ্ডা।
ফোলা লিম্ফ নোড.
ক্লান্তি।
পেশী ব্যথা এবং পিঠে ব্যথা।
মাথাব্যথা।
শ্বাসযন্ত্রের উপসর্গ (যেমন গলা ব্যথা, নাক বন্ধ, বা কাশি)""",1
মাঙ্কিপক্স হল মাঙ্কিপক্স ভাইরাসের সংক্রমণের কারণে সৃষ্ট একটি বিরল রোগ যা গুটিবসন্তের মতো ভাইরাসের একই পরিবারের অংশ।,0
ফুসকুড়ি নিরাময়ের আগে স্ক্যাব সহ বেশ কয়েকটি ধাপের মধ্য দিয়ে যাবে। ফুসকুড়ি প্রাথমিকভাবে ব্রণ বা ফোস্কা দেখাতে পারে এবং বেদনাদায়ক বা চুলকানি হতে পারে।,0
"এই মুহুর্তে, তথ্য থেকে জানা যায় যে সমকামী, উভকামী এবং অন্যান্য পুরুষ যারা পুরুষদের সাথে যৌন সম্পর্ক করে তারা বর্তমান মাঙ্কিপক্সের প্রাদুর্ভাবের বেশিরভাগ ক্ষেত্রেই ঘটে। যাইহোক, যে কেউ, যৌন অভিমুখীতা বা লিঙ্গ পরিচয় নির্বিশেষে, যিনি মাঙ্কিপক্সে আক্রান্ত এমন ব্যক্তির সাথে ঘনিষ্ঠ, ব্যক্তিগত যোগাযোগ করে",0
"UNAIDS দ্বারা নির্ধারিত নতুন প্রস্তাবিত বিশ্বব্যাপী 95-95-95 লক্ষ্যে পৌঁছানোর জন্য, আগামী 10 বছরে 7.7 মিলিয়ন এইচআইভি-সম্পর্কিত মৃত্যুর সবচেয়ে খারাপ পরিস্থিতি এড়াতে আমাদের প্রচেষ্টাকে দ্বিগুণ করতে হবে, এইচআইভি পরিষেবার কারণে এইচআইভি সংক্রমণ বাড়ছে। COVID-19-এর সময় বাধা, এবং HIV-এর প্রতি জনস্বাস্থ্যের মন্থর প্রতিক্রিয়া।",0
"জ্বর
 মাথাব্যথা
 পেশী ব্যথা এবং জয়েন্টে ব্যথা
 ফুসকুড়ি
 গলা ব্যথা এবং বেদনাদায়ক মুখে ঘা
 ফোলা লসিকা গ্রন্থি, প্রধানত ঘাড়ে
 ডায়রিয়া
 ওজন কমানো",0
"এইচআইভি চিকিত্সা (অ্যান্টিরেট্রোভাইরাল থেরাপি বা এআরটি) একটি স্বাস্থ্যসেবা প্রদানকারীর দ্বারা নির্ধারিত ওষুধ গ্রহণের অন্তর্ভুক্ত। এইচআইভি চিকিৎসা আপনার শরীরে এইচআইভির পরিমাণ কমিয়ে দেয় এবং আপনাকে সুস্থ থাকতে সাহায্য করে। এইচআইভির কোনো নিরাময় নেই, তবে আপনি এইচআইভি চিকিৎসার মাধ্যমে এটি নিয়ন্ত্রণ করতে পারেন।",0
"বর্তমানে, HIV/AIDS এর কোন প্রতিকার নেই। একবার আপনার সংক্রমণ হলে, আপনার শরীর এটি থেকে পরিত্রাণ পেতে পারে না। যাইহোক, এমন অনেক ওষুধ রয়েছে যা এইচআইভি নিয়ন্ত্রণ করতে পারে এবং জটিলতা প্রতিরোধ করতে পারে। এই ওষুধগুলোকে বলা হয় অ্যান্টিরেট্রোভাইরাল থেরাপি (ART)। এইচআইভি নির্ণয় করা প্রত্যেকেরই এআরটি-তে শুরু করা উচিত, তাদের সংক্রমণ বা জটিলতা নির্বিশেষে।",0
"এইচআইভি (হিউম্যান ইমিউনোডেফিসিয়েন্সি ভাইরাস) একটি ভাইরাস যা শরীরের রোগ প্রতিরোধ ক্ষমতাকে আক্রমণ করে। যদি এইচআইভির চিকিৎসা না করা হয়, তাহলে এটি এইডস (অর্জিত ইমিউনোডেফিসিয়েন্সি সিনড্রোম) হতে পারে। বর্তমানে কোন কার্যকর প্রতিকার নেই।",0
"একজন এইচআইভি এইডস বিশেষজ্ঞকে অনলাইনে জিজ্ঞাসা করুন
ডাঃ সুশীল কক্কর। এইচআইভি/এইডস বিশেষজ্ঞ।
ডাঃ রবিন্দর কৌর সচদেবা। এইচআইভি/এইডস বিশেষজ্ঞ।
ডাঃ রাজেশ দেশওয়াল। এইচআইভি/এইডস বিশেষজ্ঞ।
রাকেশ কুমার বহুনুথুলা ড. এইচআইভি/এইডস বিশেষজ্ঞ।
ডঃ ডেভি ওং। এইচআইভি/এইডস বিশেষজ্ঞ।
বস্তি ভারতেশ দেবেন্দ্র ড. ...
আতিশয় বুখারিয়া ড. ...
ডাঃ মেহা মালহোত্রা।",0
"শক্তির অভাব বা ক্লান্তি।
ওজন কমানো.
ঘন ঘন নিম্ন-গ্রেডের জ্বর এবং রাতের ঘাম।
ঘন ঘন খামির সংক্রমণ (মুখে)
ত্বকের ফুসকুড়ি বা ফ্ল্যাকি ত্বক যা নিরাময় করা কঠিন।
স্বল্পমেয়াদী স্মৃতিশক্তি হ্রাস।",0
"মহামারীর শুরু থেকে, 84.2 মিলিয়ন [64.0–113.0 মিলিয়ন] মানুষ এইচআইভি ভাইরাসে আক্রান্ত হয়েছে এবং প্রায় 40.1 মিলিয়ন [33.6-48.6 মিলিয়ন] মানুষ এইচআইভিতে মারা গেছে। বিশ্বব্যাপী, 2021 সালের শেষের দিকে 38.4 মিলিয়ন [33.9–43.8 মিলিয়ন] মানুষ এইচআইভিতে বসবাস করছিলেন।",0
2021 সালে বিশ্বব্যাপী 38.4 মিলিয়ন [33.9 মিলিয়ন–43.8 মিলিয়ন] মানুষ এইচআইভিতে বসবাস করছিলেন। 1.5 মিলিয়ন [1.1 মিলিয়ন-2.0 মিলিয়ন] মানুষ 2021 সালে এইচআইভিতে নতুনভাবে সংক্রমিত হয়েছিল। 650 000 [510 000-860 000] মানুষ AIDS-এ মারা গেছে 2021 সালে সম্পর্কিত অসুস্থতা।,0
"কৌশলটি 2030 সালের মধ্যে মার্কিন যুক্তরাষ্ট্রে এইচআইভি মহামারী শেষ করার সাহসী লক্ষ্য নির্ধারণ করে, যার মধ্যে 2025 সালের মধ্যে নতুন এইচআইভি সংক্রমণ 75% হ্রাস এবং 2030 সালের মধ্যে 90% হ্রাস সহ।",0
"আপনি কৌশল অবলম্বন করতে পারেন যেমন বিরত থাকা (যৌন মিলন না করা), কখনই সূঁচ ভাগ না করা এবং প্রতিবার যৌনমিলনের সময় সঠিক উপায়ে কনডম ব্যবহার করা। এছাড়াও আপনি এইচআইভি প্রতিরোধের ওষুধ যেমন প্রি-এক্সপোজার প্রফিল্যাক্সিস (PrEP) এবং পোস্ট-এক্সপোজার প্রফিল্যাক্সিস (PEP) এর সুবিধা নিতে সক্ষম হতে পারেন।",1
"এইচআইভি (হিউম্যান ইমিউনোডেফিসিয়েন্সি ভাইরাস) একটি ভাইরাস যা ইমিউন সিস্টেমকে আক্রমণ করে। এইচআইভি CD4 কোষ ধ্বংস করে (যাকে টি কোষও বলা হয়)। এই কোষগুলি জীবাণুর সাথে লড়াই করে এবং কিছু ধরণের ক্যান্সার প্রতিরোধে সহায়তা করে। এইচআইভিতে, ইমিউন সিস্টেম দুর্বল হয়ে পড়ে, যা শরীরের পক্ষে সংক্রমণ এবং কিছু ধরণের ক্যান্সারের বিরুদ্ধে লড়াই করা কঠিন করে তোলে।",0
"ভ্যাকসিনগুলি বিভিন্ন বিপজ্জনক রোগের বিরুদ্ধে প্রতিরোধ ক্ষমতা প্রদান করে যেমন টিটেনাস, ডিপথেরিয়া, পেরটুসিস (হুপিং কাশি), পোলিও, হাম, হেপাটাইটিস বি, হিমোফিলাস ইনফ্লুয়েঞ্জা টাইপ বি (যা কিছু মেনিনজাইটিস এবং নিউমোনিয়া হয়), হলুদ জ্বর, যক্ষ্মা ইত্যাদি।",0
"YF ভাইরাস সংক্রমণের ঝুঁকি আছে এমন কোনো দেশ থেকে ভ্রমণ করলে এবং ≥1 বছর বয়সের, YF ভাইরাস সংক্রমণের ঝুঁকি আছে এমন দেশে অবস্থিত বিমানবন্দরে ট্রানজিট সহ ভ্রমণ করা প্রয়োজন।",0
হলুদ জ্বরের ভাইরাস আফ্রিকা এবং দক্ষিণ আমেরিকার গ্রীষ্মমন্ডলীয় এবং উপক্রান্তীয় অঞ্চলে পাওয়া যায়। সংক্রমিত মশার কামড়ে মানুষের মধ্যে এই ভাইরাস ছড়ায়।,1
"যেসব এলাকায় হলুদ জ্বর সাধারণ এবং টিকাদান অস্বাভাবিক, সেখানে প্রাদুর্ভাব রোধ করার জন্য প্রাথমিকভাবে রোগ নির্ণয় এবং জনসংখ্যার বড় অংশের টিকাদান গুরুত্বপূর্ণ। যারা গুরুতর রোগে আক্রান্ত তাদের মধ্যে অর্ধেক পর্যন্ত মৃত্যু ঘটে।",0
≥ 9 মাস বয়সী ব্যক্তিদের জন্য হলুদ জ্বরের ভ্যাকসিন সুপারিশ করা হয় যারা দক্ষিণ আমেরিকা এবং আফ্রিকায় হলুদ জ্বরের ভাইরাস সংক্রমণের ঝুঁকিপূর্ণ এলাকায় ভ্রমণ করছেন বা বসবাস করছেন,0
হলুদ জ্বরের ভাইরাসে সংক্রমিত ব্যক্তিরা জ্বর শুরু হওয়ার কিছুক্ষণ আগে এবং শুরু হওয়ার 5 দিন পর্যন্ত মশার ('ভাইরামিক' হিসাবে উল্লেখ করা হয়) সংক্রামক।,0
হলুদ জ্বরের ভাইরাসে সংক্রামিত ব্যক্তিদের বেশির ভাগেরই কোনো অসুস্থতা নেই বা শুধুমাত্র হালকা অসুস্থতা রয়েছে।,0
"হলুদ জ্বরে আক্রান্ত রোগীদের উপকার করার জন্য কোনও নির্দিষ্ট চিকিত্সা পাওয়া যায়নি। যখনই সম্ভব, হলুদ জ্বরের রোগীদের সহায়ক যত্ন এবং নিবিড় পর্যবেক্ষণের জন্য হাসপাতালে ভর্তি করা উচিত। চিকিত্সা লক্ষণীয়।",0
হলুদ জ্বরের রোগীদের জ্বর শুরু হওয়ার পরে 5 দিন পর্যন্ত আরও মশার এক্সপোজার থেকে (ঘরে থাকা এবং/অথবা মশারির নীচে থাকা) থেকে রক্ষা করা উচিত।,0
"হলুদ জ্বরের সক্রিয় অনাক্রম্যতা একটি লাইভ, ক্ষীণ ভাইরাস দ্বারা প্ররোচিত হয় যা অন্তঃসত্ত্বাভাবে তৈরি অ্যান্টিবডিগুলির বিকাশকে উত্সাহিত করে। হলুদ জ্বরের বিরুদ্ধে সক্রিয় ইমিউনাইজেশন হলুদ জ্বরের টিকা ব্যবহার করে অর্জন করা হয়। কমপক্ষে 1000 মাউস LD50 ইউনিট প্রতিটি ডোজ (সাধারণত 0.5 মিলি) মধ্যে রয়েছে।",0
"হলুদ জ্বর একটি ভ্যাকসিন দিয়ে প্রতিরোধ করা যেতে পারে - তবুও এটি এমন একটি রোগ যা প্রতি বছর আনুমানিক 30,000 - 60,000 মানুষের জীবন দাবি করে।",0
"2016 সালে, অ্যাঙ্গোলায় শুরু হওয়া একটি প্রাদুর্ভাবের বিষয়ে স্বাস্থ্য মন্ত্রকের প্রতিক্রিয়ার অংশ হিসাবে আমরা DRC-তে এক মিলিয়নেরও বেশি লোককে টিকা দিয়েছি। প্রাদুর্ভাব ভ্যাকসিন সরবরাহের ভঙ্গুরতা প্রকাশ করে।",0
"দ্য ল্যানসেটে প্রকাশিত Médecins Sans Frontiéres' (MSF) গবেষণা সংস্থা Epicentre-এর নেতৃত্বে সাম্প্রতিক গবেষণার ফলাফল অনুসারে, লোকেদের হলুদ জ্বরের ভ্যাকসিনের একটি ভগ্নাংশ দেওয়া কার্যকর এবং জরুরী পরিস্থিতিতে আরও লক্ষ লক্ষ মানুষকে টিকা দিতে সাহায্য করতে পারে।",0
"এই ক্লিনিকাল ট্রায়ালটি প্রথমবারের মতো চিহ্নিত করে যে চারটি ডাব্লুএইচও প্রাক-যোগ্য হলুদ জ্বরের ভ্যাকসিন একই গবেষণায় মূল্যায়ন করা হয়েছে। গবেষণায় শুধুমাত্র চারটি বিদ্যমান WHO-অনুমোদিত ভ্যাকসিন ব্যবহার করা হয়েছে, যা ভাইরাসের একাধিক স্ট্রেন থেকে উদ্ভূত: 17DD (বায়ো-ম্যানগুইনহোস/ফিওক্রুজ, ব্রাজিল), 17D-213 (Federal State Unitary Enterprise of Chumakov Institut of Poliomyelitis এবং ভাইরাল এনসেফালাইটিস, রাশিয়া), 17D-204 (Institut Pasteur de Dakar, Senegal), এবং 17D-204 (Sanofi Pasteur, France)।",0
"হলুদ জ্বরের কোন প্রতিকার নেই, তাই প্রতিরোধ অত্যন্ত গুরুত্বপূর্ণ। ভ্যাকসিনের একটি ডোজ একজন ব্যক্তিকে সারাজীবনের জন্য রক্ষা করতে পারে। দুর্ভাগ্যবশত, কারণ এটি তৈরি করতে প্রায় 12 মাস সময় লাগে এবং প্রাদুর্ভাবের প্রতিক্রিয়া জানাতে প্রতি বছর যে পরিমাণ প্রয়োজন হবে তা পূর্বাভাস দেওয়া কঠিন, তাই প্রায়ই ভ্যাকসিনের ঘাটতি থাকে।",0
"হলুদ জ্বর আফ্রিকার 34 টি দেশে স্থানীয়। 2000 সাল থেকে, MSF দলগুলি অ্যাঙ্গোলা, ডেমোক্রেটিক রিপাবলিক অফ কঙ্গো (DRC)-তে হলুদ জ্বরের মহামারীতে সাড়া দিয়েছে - 2015-16 সহ DRC-এর 30 বছরের মধ্যে সবচেয়ে বড় প্রাদুর্ভাবের সময় - গিনি, সুদান, সিয়েরা লিওন, মধ্য আফ্রিকান প্রজাতন্ত্র এবং চাদ-এর মধ্যে অন্যান্য.",0
"“ইসরায়েল একটি দখলকারী শক্তি এবং লক্ষ লক্ষ ভ্যাকসিন রয়েছে। ফিলিস্তিন অধিকৃত এলাকা এবং মাত্র কয়েক হাজার। একজন চিকিত্সক হিসাবে, আমি সত্যিই চিন্তা করি না কে এটি সাজায়। একজন চিকিত্সক হিসাবে, আমি গভীরভাবে যত্নশীল যে সবচেয়ে দুর্বলদের অগ্রাধিকার দেওয়া হয়।""",0
"বাংলাদেশে ভ্রমণকারীরা জিকা, ডেঙ্গু জ্বর এবং লিম্ফ্যাটিক ফাইলেরিয়াসিস সহ বেশ কয়েকটি মশাবাহিত অসুস্থতার ঝুঁকিতে রয়েছে। জাপানি এনসেফালাইটিসের বিরুদ্ধে টিকা নেওয়ার কথা বিবেচনা করুন এবং ম্যালেরিয়া সম্পর্কে কানাডিয়ান ট্রাভেল ক্লিনিকের উপদেষ্টার সাথে কথা বলুন। বাংলাদেশে স্যান্ডফ্লাই থেকে লেশম্যানিয়াসিস সংক্রমিত হতে পারে। বাগ কামড় থেকে নিজেকে রক্ষা করুন পোশাক পরা যা যতটা সম্ভব ত্বক ঢেকে রাখে, একটি নির্ভরযোগ্য পোকামাকড় তাড়ানোর ওষুধ ব্যবহার করে এবং বিছানার জালের নিচে ঘুমায়।",0
"বাংলাদেশে হলুদ জ্বরের কোন ঝুঁকি নেই, তবে আপনার ভ্রমণ পরিকল্পনার উপর নির্ভর করে, আপনি বাংলাদেশে প্রবেশ করার সময় আপনাকে এটির বিরুদ্ধে টিকা দেওয়া হয়েছে তা প্রমাণ করতে হতে পারে। আপনার সার্টিফিকেট বা শট প্রয়োজন কিনা তা সিদ্ধান্ত নিতে সাহায্য করার জন্য আপনার ভ্রমণপথ সম্পর্কে আমাদের বিশেষজ্ঞদের সাথে কথা বলুন।",0
"YF-VAX হল একটি ভ্যাকসিন যা 9 মাস বা তার বেশি বয়সী ব্যক্তিদের হলুদ জ্বর প্রতিরোধের জন্য নিম্নলিখিত বিভাগে ব্যবহৃত হয়: হলুদ জ্বরের স্থানীয় এলাকায় বসবাসকারী বা ভ্রমণকারী ব্যক্তিরা, হলুদ জ্বরে আক্রান্ত দেশগুলির মধ্য দিয়ে আন্তর্জাতিকভাবে ভ্রমণকারী ব্যক্তিরা এবং পরীক্ষাগারের কর্মীরা যারা মারাত্মক হলুদ জ্বর ভাইরাস বা হলুদ জ্বরের ভ্যাকসিন ভাইরাস স্ট্রেনের ঘনীভূত প্রস্তুতি পরিচালনা করুন।",0
"YF-VAX এমন একজন ব্যক্তিকে দেওয়া উচিত নয় যিনি ডিম, ডিমের পণ্য বা ভ্যাকসিনের কোনো উপাদানে (জেলাটিন সহ) গুরুতর অ্যালার্জির প্রতিক্রিয়া অনুভব করেছেন। YF-VAX ব্যবহার করার পরে একটি গুরুতর অ্যালার্জির প্রতিক্রিয়া (যেমন, অ্যানাফিল্যাক্সিস) ঘটতে পারে, এমনকি ভ্যাকসিনের উপাদানগুলির প্রতি অতি সংবেদনশীলতার কোনো পূর্ব ইতিহাস নেই এমন ব্যক্তিদের মধ্যেও।",0
"চলেস্টরোল কমাতে সাহায্য করে, ক্যান্সার যুদ্ধের বৈশিষ্ট থাকে, ব্যাকটেরিয়া মেরে ফেলতে সাহায্য করে কালোজিরা",1
শতভাগ নিরাপদ ও কার্যকর সম্পুর্ন প্রাকৃতিক ও ভেষজ উপাদান দিয়ে ইউনানি ও আয়ুর্বেদ ফর্মুলায় তৈরি হোমমেইড ন্যাচারাল ঔষধ দিয়ে চিকিৎসা করি। তিন মাসের কোর্স সম্পুর্ন করলে ইনশাআল্লাহ পুরোপুরি সুস্থ হয়ে যাবেন।,1
"মাশরুম ক্লোরোফিল (Chlorophyll) বিহীন ছত্রাক জাতীয় উদ্ভিদ এবং নতুন ধরণের সবজি যা সম্পূর্ণ হালাল, সুস্বাদু, পুষ্টিকর ও উচ্চ খাদ্যশক্তি এবং ভেষজগুণে ভরপুর। এর মধ্যে ২৫-৩০% প্রোটিন আছে যা অত্যন্ত উন্নত ও নির্ভেজাল। এতে উপকারী শর্করা, চর্বি আছে। যে কারণে মাশরুম বিভিন্ন জটিল রোগের প্রতিরোধক ও প্রতিষেধক হিসাবে কাজ করে।",1
"নারকেল তেল চুল, ত্বকের জন্য বেশ উপকারী এটা সবারই জানা। কিন্তু এটা একটা প্রাকৃতিক অ্রান্টিবায়োটিক যা অনেকেরই জানা নেই। বিশেষজ্ঞদের মতে, সুগন্ধযুক্ত নারিকেল তেল যেকোন ধরণের সংক্রমণ বা কফ সারাতেও উপকারী। এ কারণে তারা নারিকেল তেল দিয়ে খাবার রান্নারও পরামর্শ দিয়েছেন।",1
"অ্যালোভেরা শুধু ত্বকের জন্যই যে ভাল তা নয়। হজমশক্তি বাড়াতে, দাঁত এবং ত্বকের সংক্রমণের জন্যও এটি উপকারী।",1
"রুচি বাড়াতে খেজুরের কোন তুলনা হয় না। অনেক শিশুরা তেমন একটা খেতে চায় না, তাদেরকে নিয়মিত খেজুর খেতে দিলে রুচি ফিরে আসবে। তুলনামূলকভাবে শক্ত খেজুরকে পানিতে ভিজিয়ে (সারা রাত) সেই পানি খালি পেটে খেলে কোষ্ঠকাঠিন্য দূর হয়। তাজা খেজুর নরম এবং মাংসল যা সহজেই হজম হয়।",0
"হৃদরোগের ঝুঁকি কমায় ডালিম দেহের কোলস্টেরলের ঝুঁকি কমায়। এতে রক্তচলাচল বৃদ্ধি পায় এবং হৃদরোগের ঝুঁকি কমে। স্মৃতিশক্তি বাড়ায় ডালিম স্মৃতিশক্তি বাড়াতে সহায়তা করে। আর এ কারণে এটি অ্যালঝেইমার্সের মতো রোগীদের জন্যও উপকারি। হিমোগ্লোবিন বৃদ্ধি ডালিমে রয়েছে বহু পুষ্টি উপাদান, যা দেহের হিমোগ্লোবিনের মাত্রা বাড়ায়। এতে অ্যানেমিয়া ও রক্তের নানা সমস্যা দূর করতে ভূমিকা রাখে।",0
"ডেঙ্গুর প্রথম উপসর্গ হলো হঠাৎ করেই উচ্চমাত্রার জ্বর। প্রচণ্ড শীত অনুভূত হওয়া, প্রচণ্ড শরীর ব্যথা, অবসাদ ও ক্লান্ত অনুভব করা। জ্বর ১০০ থেকে ১০২ ডিগ্রি ফারেনহাইটের মধ্যে থাকতে পারে। তবে দ্রুত চিকিৎসা না পেলে জ্বর তীব্র গতিতে বাড়তে থাকে।",0
"পেঁয়াজের কলিতে যে ধরনের এলিয়েল সালসাইফ থাকে তা শরীরে ক্যান্সারের ঝুঁকি কমাতে সাহায্য করে। পেঁয়াজের কলিতে থাকা সালফার শরীরে শর্করার মাত্রা নিয়ন্ত্রণ করে যা ডায়বেটিস রোগীদের জন্য দারুন উপকারী। এতে থাকা ক্যারোটিন দৃষ্টিশক্তি বাড়াতে সাহায্য করে। এতে প্রচুর পরিমানে ভিটামিন এ- ও থাকে যা চোখ ভাল রাখতে সাহায্য করে। বিভিন্ন ধরনের ফ্লু, সর্দি সারাতে পেঁয়াজের কলি দারুন উপকারী। এটা সর্দি কমাতে এবং শীতজনিত ঠাণ্ডা সারাতে কার্যকরী ভূমিকা রাখে।",0
"HIV not only affects your body but also your skin – Yes, there are a few skin symptoms which could be the first sign to alarm you of suffering from AIDS. Blistering rashes, Thrush and Molluscum contagiosum are the skin conditions which indicate that you may be HIV positive. In such a case, you must get tested immediately.",0
Don’t let someone like this stop you from living life. HIV is not a death sentence and despite being infected life can be as full of as much adventure and longevity as you want!,0
"শীতকাল #অ্যাজমা বা #হাঁপানি রোগীদের জন্য কষ্টকরই বটে। এ সময় শীতল ও ঠান্ডা আবহাওয়া, উড়ন্ত ধুলাবালু, শুষ্ক বাতাস, ঘর ঝাড়মোছ করলে বা ফুলের পরাগ রেণুর সংস্পর্শে এলে রোগীর প্রায়ই হাঁপানির টান ওঠে। ভাইরাস সংক্রমণ, সর্দিকাশি, ফ্লুও এ সময় বেশি হয়। যেকোনো সংক্রমণ বাড়িয়ে দিতে পারে হাঁপানি রোগীর সমস্যা। তাই শীত এলে হাঁপানি রোগীর চাই আগাম প্রস্তুতি। শীতের শুরুতে আবহাওয়ার তাপমাত্রা দ্রুত ওঠানামা করে। তাই মৌসুম পরিবর্তনের শুরুতেই অনেকে অসুস্থ হয়ে পড়েন। এ সময় সতর্ক থাকুন।",0
"শিশুকে বুকের দুধ বা বোতলের দুধ খাওয়ানো চালিয়ে যাবেন। শিশু বমি করলে অল্প অল্প করে বারবার খাওয়াতে পারেন। তরল পানীয়ের মধ্যে চিড়ার পানি, ভাতের মাড়, কিংবা ডাবের পানি খাওয়া যেতে পারে। ভাতের মাড়ে সামান্য লবণ দিতে পারেন। ফর্মুলা বা শক্ত খাবার খাচ্ছে এমন শিশুদের দুই বেলা খাবারের মাঝে ছোট ছোট চুমুকে পানি খাওয়াবেন। শিশুকে প্রতি তিন-চার ঘণ্টা পর পর খাওয়াবেন। একবারে অনেক বেশী খাবার না দিয়ে বার বার অল্প অল্প করে খাওয়ানো শ্রেয়।",0
কদবেলের খনিজ উপাদান ডায়াবেটিস রোগীদের জন্য উপকারী। ডায়াবেটিসের আয়ূর্বেদী চিকিৎসায় কদবেল ব্যবহার হয়। কদবেল শরীরের তাপমাত্রা নিয়ন্ত্রণ করে এবং স্নায়ুর শক্তি যোগায়। কদবেল উদ্দীপক ও মূত্রবর্ধক হিসেবে ব্যবহার করা হয় আয়ূর্বেদ শাস্ত্রে। এ ফল নিয়মিত খেলে কিডনি সুরক্ষিত রাখে। কদবেল যকৃত ও হৃদপিণ্ডের বলবর্ধক হিসেবে কাজ করে।,1
মাথা ব্যথা উপশমে আদার জুড়ি নেই। কারণ আদায় রয়েছে ‘প্রোস্টাগ্ল্যান্ডিন সিনথেসিস’ যা অ্যাসপিরিন অ ব্যথানাশক ঔষধে ব্যবহার করা হয়। তাই মাথা ব্যথা শুরু হলে সামান্য আদা ছিলে নিয়ে চিবনো শুরু করুন। এতে মাথা ব্যথা দ্রুত উপশম হবে। এর পাশাপাশি এক কাপ পানি ফুটিয়ে এতে আদা সামান্য ছেঁচে নিয়ে ফুটিয়ে নিয়ে সামান্য মধু দিয়ে পান করতে পারেন আদা চা। এতেও মাথা ব্যথা দ্রুত দূর হবে।,1
মিষ্টি কুমড়োর বিচি ভেজে খেলে মাথা ব্যথার সমস্যা থেকে দুত মুক্তি পাওয়া সম্ভব। কারণ মিষ্টি কুমড়োর বিচিতে হয়েছে প্রচুর পরিমাণে ম্যাগনেসিয়াম সালফেট যা মাথা ব্যথা উপশমে কাজ করে থাকে।,1
"অনেক সময় আবহাওয়া, ধুলোবালির কারণে মাথা ব্যথা শুরু হয়ে যায়, আবার অনেক সময় মানসিক চাপের কারণেও মাথা ব্যথা শুরু হয়। এই সকল ধরনের ব্যথা কমানোর জন্য একমুঠো বা দুইমুঠো কাঠবাদাম চিবিয়ে খান। কাঠবাদামে রয়েছে ‘স্যালিসিন’ যা ম্যথা ব্যথা উপশমে কাজ করে রবং দ্রুত ব্যথা নিরাময় করে।",1
"বেগুনের উপকারিতা ও পুষ্ঠিগুণ প্রচুর। অনেকের ধারণা বেগুনের কোন গুণ নেই। এই কথার কোন ভিত্তি নেই কারণ বেগুনের পুষ্ঠিগুণ রয়েছে অনেক। আমাদের খুব পরিচিত একটি সবজি বেগুন। প্রতিদিনের রান্নায় আমরা বিভিন্ন ভাবে বেগুন ব্যবহার করি। ভত্তা ভাজি রান্না তে বেগুন প্রচুর ব্যযহার হয়।আমদের দেশে এই সবজিটি সারা বছর পাওয়া যায়। প্রায় সব অঞ্চলে বেগুন উৎপন্ন হয়। বেগুন আমদের শরীরে বিভিন্ন উপকার করে। আমাদের উচ্চ রক্তচাপ,ডায়াবেটিস, হার্টের সমস্যার মতো একাধিক শারীরিক সমস্যার সমাধানে বেগুনের।",0
"রূপচর্চায়ও আলু বেশ কার্যকর। আলুতে আছে ভিটামিন সি, ফাইবার, ভিটামিন বি৬, আয়রন এবং পটাশিয়াম নানাভাবে ত্বকের পরিচর্যায় কাজে আসতে পারে। ত্বক ও চুলের জন্যও আলু অনেক উপকারি।",1
পুড়ে যাওয়া চামড়াকে স্বাভাবিক করে: সারাদিন রোদে পোড়া ত্বকে ট্যান’ হয়ে যাওয়া ত্বককে স্বাভাবিক করতে আলুর কোনো বিকল্প নেই। এক্ষেত্রে আলু পাউডার পানি দিয়ে মিক্সিট করে কিছুক্ষণ ফ্রিজে রেখে সেই ঠান্ডা আলু ত্বকে লাগালে দারুণ উপকার পাওয়া যায়। এক্ষেত্রে আলুর রসও লাগানো যাবে।,1
মানসিক চাপ এবং পরিবেশ দূষণের কারণে অনেকেরই কম বয়সে মুখে বলিরেখা পড়তে শুরু করে। সেই সঙ্গে ত্বক কুঁচকে যাওয়া এবং সৌন্দর্য কমে যায়। এক্ষেত্রে আলুর রস দারুণ উপকারে আসে। আলুতে উপস্থিত ভিটামিন সি এবং অ্যান্টিঅক্সিডেন্ট এক্ষেত্রে বিশেষ ভূমিকা পালন করে থাকে। আলুর রস বা পেস্ট বানিয়ে কম করে ২০ মিনিট মুখে লাগিয়ে রাখলে বলিরেখা অনেক কমে যায়।,1
